question_id,question,expected_answer,answerability,tipo,subtipo,source_idx,document_id,document_title,citation_label,section_label,official_url,support_excerpt,relevance
gt-0014,Que dimensão sancionatória e fiscalizatória a REN 846/2019 disciplina para agentes do setor elétrico?,"A REN 846/2019 aprova procedimentos, parâmetros e critérios para imposição de penalidades aos agentes do setor elétrico e dispõe sobre diretrizes gerais da fiscalização da ANEEL.",corpus_supported,ato_normativo,ren,0,ren-2019-846,"Aprova procedimentos, parâmetros e critérios para a imposição de penalidades aos agentes do setor de energia elétrica e dispõe sobre diretrizes gerais da fiscalização da Agência.","REN 846/2019, ementa",Ementa,https://www2.aneel.gov.br/cedoc/bren2019846.pdf,"Aprova procedimentos, parâmetros e critérios para a imposição de penalidades aos agentes do setor de energia elétrica e dispõe sobre diretrizes gerais da fiscalização da Agência.",3
gt-0015,"Para interpretar termos usados nos módulos do PRODIST, qual é a finalidade da Seção 1.1 do Módulo 1?","A Seção 1.1 do Módulo 1 apresenta termos e expressões, com suas definições, relevantes para o entendimento dos módulos do PRODIST.",corpus_supported,procedimento,prodist,0,prodist-modulo-01,PRODIST — Módulo 1,"PRODIST Módulo 1, Seção 1.1",Seção 1.1 - Glossário,https://git.aneel.gov.br/publico/centralconteudo/-/blob/master/procreg/prodist/modulo01/aren2008345_Prodist_modulo_1_v0.pdf,"A seção 1.1 apresenta os termos e expressões, com as respectivas definições, relevantes para o entendimento dos módulos do PRODIST.",3
gt-0016,"No planejamento da expansão do SDAT pelo PRODIST Módulo 2, qual horizonte deve ser usado nos estudos de previsão de demanda?","O horizonte de previsão do SDAT é de 10 anos, e um novo estudo deve ser realizado a cada ano.",corpus_supported,procedimento,prodist,0,prodist-modulo-02,PRODIST — Módulo 2,"PRODIST Módulo 2, Seção 2.1",Seção 2.1 - previsão de demanda no SDAT,https://git.aneel.gov.br/publico/centralconteudo/-/blob/master/procreg/prodist/modulo02/aren2008345_Prodist_modulo_2_v0.pdf,"Para a elaboração dos estudos de previsão de demanda no SDAT, o horizonte de previsão é de 10 anos, devendo um novo estudo ser realizado a cada ano.",3
gt-0017,"Em conexão de geração distribuída, qual requisito de anti-ilhamento deve ser observado segundo o PRODIST?",O sistema de anti-ilhamento deve garantir a desconexão física entre a rede de distribuição e as instalações elétricas internas da unidade consumidora com microgeração ou minigeração distribuída.,corpus_supported,procedimento,prodist,0,prodist-modulo-03,PRODIST — Módulo 3,"PRODIST Módulo 3, conexão ao sistema de distribuição",Módulo 3 - Conexão ao Sistema de Distribuição,https://git.aneel.gov.br/publico/centralconteudo/-/blob/master/procreg/prodist/modulo03/aren2008345_Prodist_modulo_3_v0.pdf,sistema de anti-ilhamento: sistema de controle responsável por garantir a desconexão física entre a rede de distribuição de energia elétrica e as instalações elétricas internas à unidade consumidora com microgeração ou minigeração distribuída.,3
gt-0018,Para quais finalidades regulatórias o PRODIST Módulo 5 estabelece requisitos de medição?,"O Módulo 5 estabelece requisitos mínimos para medição de grandezas elétricas aplicáveis ao faturamento, à qualidade da energia elétrica, ao planejamento da expansão e à operação do sistema de distribuição.",corpus_supported,procedimento,prodist,0,prodist-modulo-05,PRODIST — Módulo 5,PRODIST Módulo 5,Módulo 5 - Sistemas de Medição e Procedimentos de Leitura,https://git.aneel.gov.br/publico/centralconteudo/-/blob/master/procreg/prodist/modulo05/aren2008345_Prodist_modulo_5_v0.pdf,"Estabelecer os requisitos mínimos para medição das grandezas elétricas aplicáveis ao faturamento, à qualidade da energia elétrica, ao planejamento da expansão e à operação do sistema de distribuição.",3
gt-0019,"Na apuração de perdas regulatórias pelo PRODIST Módulo 7, quais perdas técnicas entram no cálculo sob responsabilidade da distribuidora?","Entram apenas as perdas técnicas sob responsabilidade da distribuidora, incluindo perdas no sistema de distribuição e, quando aplicável, em DIT; não entram perdas em instalações de terceiros.",corpus_supported,procedimento,prodist,0,prodist-modulo-07,PRODIST — Módulo 7,PRODIST Módulo 7,Módulo 7 - Cálculo de Perdas na Distribuição,https://git.aneel.gov.br/publico/centralconteudo/-/blob/master/procreg/prodist/modulo07/aren2008345_Prodist_modulo_7_v0.pdf,"Somente as perdas técnicas de responsabilidade da distribuidora são consideradas, incluindo o sistema de distribuição e DIT, quando aplicável, não sendo consideradas as instalações de terceiros.",3
gt-0020,"Como o PRODIST Módulo 8 diferencia DIC, FIC e DMIC?",DIC corresponde à duração individual de interrupção; FIC corresponde à frequência individual de interrupção; e DMIC corresponde à duração máxima de interrupção contínua.,corpus_supported,procedimento,prodist,0,prodist-modulo-08,PRODIST — Módulo 8,"PRODIST Módulo 8, indicadores de continuidade",Módulo 8 - Qualidade do Fornecimento de Energia Elétrica,https://git.aneel.gov.br/publico/centralconteudo/-/blob/master/procreg/prodist/modulo08/aren2008345_Prodist_modulo_8_v0.pdf,DIC corresponde à duração individual de interrupção; FIC corresponde à frequência individual de interrupção; DMIC corresponde à duração máxima de interrupção contínua.,3
gt-0021,Qual é a finalidade da etapa de análise de uma solicitação de ressarcimento por danos elétricos no PRODIST Módulo 9?,A seção 9.1 descreve como devem ser analisadas as solicitações de ressarcimento para concluir se o ressarcimento é devido.,corpus_supported,procedimento,prodist,0,prodist-modulo-09,PRODIST — Módulo 9,"PRODIST Módulo 9, Seção 9.1",Seção 9.1 - Ressarcimento de Danos Elétricos,https://git.aneel.gov.br/publico/centralconteudo/-/blob/master/procreg/prodist/modulo09/aren2012499_Prodist_modulo_9_v0.pdf,A seção 9.1 descreve como devem ser analisadas as solicitações de ressarcimento para concluir se o ressarcimento é devido.,3
gt-0022,O que a BDGD representa no PRODIST Módulo 10?,"A BDGD representa uma modelagem simplificada do sistema elétrico real para determinado período, refletindo ativos e informações técnicas e comerciais da distribuição.",corpus_supported,procedimento,prodist,0,prodist-modulo-10,PRODIST — Módulo 10,PRODIST Módulo 10,Módulo 10 - Sistema de Informação Geográfica Regulatório e BDGD,https://git.aneel.gov.br/publico/centralconteudo/-/blob/master/procreg/prodist/modulo10/aren2016730_Prodist_modulo_10_v0.pdf,"O modelo BDGD é uma simplificação do sistema elétrico real para um determinado período, de forma a refletir os ativos e as informações técnicas e comerciais.",3
gt-0023,"No PRORET Submódulo 2.1, como é calculado o Valor da Parcela A?","O Valor da Parcela A é calculado pela soma VPA = CE + CT + ES, em que CE é custo de aquisição de energia e geração própria, CT é custo de conexão e uso dos sistemas de transmissão/distribuição, e ES são encargos setoriais.",corpus_supported,procedimento,proret,0,proret-modulo02-subm2-1-proret-submod-2-1-v-2-5-aren20251114,PRORET — Proret Submod 2.1 V 2.5 aren20251114,"PRORET Submódulo 2.1, item de Parcela A",Submódulo 2.1 - Parcela A,https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/proret/modulo02/subm2.1/Proret_Submod_2.1_V_2.5_aren20251114.pdf,A Parcela A é composta pela soma dos componentes abaixo: VPA=CE+CT+ES; CE: Custo de aquisição de energia elétrica e geração própria; CT: Custo com conexão e uso dos sistemas; ES: Encargos setoriais.,3
gt-0024,Quais componentes de custo compõem a Parcela A no PRORET Submódulo 2.1?,"A Parcela A é composta por custo de aquisição de energia elétrica e geração própria, custo com conexão e uso dos sistemas de transmissão e/ou distribuição, e encargos setoriais definidos em legislação específica.",corpus_supported,procedimento,proret,0,proret-modulo02-subm2-1-proret-submod-2-1-v-2-5-aren20251114,PRORET — Proret Submod 2.1 V 2.5 aren20251114,"PRORET Submódulo 2.1, item de Parcela A",Submódulo 2.1 - Parcela A,https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/proret/modulo02/subm2.1/Proret_Submod_2.1_V_2.5_aren20251114.pdf,CE: Custo de aquisição de energia elétrica e geração própria; CT: Custo com conexão e uso dos sistemas de transmissão e/ou distribuição; e ES: Encargos setoriais definidos em legislação específica.,3
gt-0025,"No PRORET Submódulo 2.3, quando imóveis sem título definitivo podem ser considerados na base de ativos?","Podem ser incluídos na base de remuneração se forem imóveis elegíveis ou operacionais, estiverem registrados na contabilidade, tiverem documentação que comprove a aquisição e houver comprovação de que a titularidade está em processo de regularização.",corpus_supported,procedimento,proret,0,proret-modulo02-subm2-3-proret-submod-2-3-v-2-0c-aren20221003,PRORET — Proret Submod 2.3 V 2.0C aren20221003,"PRORET Submódulo 2.3, Base de Remuneração Regulatória",Submódulo 2.3 - Ativos e imóveis,https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/proret/modulo02/subm2.3/Proret_Submod_2.3_V_2.0C_aren20221003.pdf,"Os imóveis que não possuam documentação de titularidade de propriedade definitiva em nome da concessionária podem ser incluídos na base de remuneração, desde que se enquadrem nas seguintes condições: a) ser um imóvel elegível (imóvel operacional); b) encontrar-se registrado na contabilidade; c) existir documentação que comprove a aquisição; e d) existir comprovação de que a documentação de titularidade de propriedade encontra-se em processo de regularização (protocolo em cartório ou similar).",3
gt-0026,Que parâmetros estatísticos o PRORET Submódulo 2.3 usa para cálculo de tamanho de amostra?,"O tamanho da amostra é calculado pela ANEEL com intervalo de confiança de 95%, Z igual a 1,96, margem de erro de 10% e proporção de 75%.",corpus_supported,procedimento,proret,0,proret-modulo02-subm2-3-proret-submod-2-3-v-2-0c-aren20221003,PRORET — Proret Submod 2.3 V 2.0C aren20221003,"PRORET Submódulo 2.3, amostragem",Submódulo 2.3 - Cálculo amostral,https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/proret/modulo02/subm2.3/Proret_Submod_2.3_V_2.0C_aren20221003.pdf,"O tamanho da amostra é calculado pela ANEEL utilizando intervalo de confiança de 95% (Z=1,96), margem de erro de 10% e proporção de 75%.",3
gt-0027,Qual é a finalidade metodológica do PRORET Submódulo 2.4 na revisão tarifária de distribuidoras?,O Submódulo 2.4 estabelece metodologia para definição da taxa regulatória de remuneração de capital e da estrutura de capital regulatória nos processos de revisão tarifária periódica das concessionárias de distribuição.,corpus_supported,procedimento,proret,0,proret-modulo02-subm2-4-proret-submod-2-4-v-4-1c-aren20221003,PRORET — Proret Submod 2.4 V 4.1C aren20221003,"PRORET Submódulo 2.4, objetivo",Submódulo 2.4 - Custo de Capital,https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/proret/modulo02/subm2.4/Proret_Submod_2.4_V_4.1C_aren20221003.pdf,Estabelecer metodologia para definição da taxa regulatória de remuneração de capital e estrutura de capital regulatória nos processos de revisão tarifária periódica das concessionárias de distribuição.,3
gt-0028,Para que servem as Tarifas de Referência calculadas no PRORET Submódulo 7.2?,As Tarifas de Referência são necessárias para a definição da Tarifa de Uso do Sistema de Distribuição (TUSD) e da Tarifa de Energia (TE).,corpus_supported,procedimento,proret,0,proret-modulo07-subm7-2-proret-submod-7-2-v-2-5-aren20231060,PRORET — Proret Submod 7.2 V 2.5 aren20231060,"PRORET Submódulo 7.2, objetivo",Submódulo 7.2 - Tarifas de Referência,https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/proret/modulo07/subm7.2/Proret_Submod_7.2_V_2.5_aren20231060.pdf,"Estabelecer a metodologia de cálculo das Tarifas de Referência, necessárias para a definição da Tarifa de Uso do Sistema de Distribuição – TUSD e da Tarifa de Energia – TE.",3
gt-0029,Que obrigação informacional é definida no PRORET Submódulo 10.6?,"O Submódulo 10.6 define a forma e a periodicidade das informações que distribuidoras, CCEE e ONS devem encaminhar à ANEEL no âmbito da distribuição de energia elétrica.",corpus_supported,procedimento,proret,0,proret-modulo10-subm10-6-proret-submod-10-6-v-1-2-aren2024109,PRORET — Proret Submod 10.6 V 1.2 aren2024109,"PRORET Submódulo 10.6, objetivo",Submódulo 10.6 - Informações periódicas da distribuição,https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/proret/modulo10/subm10.6/Proret_Submod_10.6_V_1.2_aren2024109.pdf,"Definir a forma e periodicidade das informações a serem encaminhadas à ANEEL, no âmbito da distribuição de energia elétrica, pelas distribuidoras, pela CCEE e pelo ONS.",3
gt-0030,Como o Módulo 1 das Regras de Transmissão define a Duração Equivalente da Indisponibilidade na FT-Conversora?,É a ponderação da duração real da indisponibilidade na FT-Conversora pela redução da capacidade de transmissão de potência decorrente dessa indisponibilidade.,corpus_supported,procedimento,regras_transmissao,0,regtransm-modulo-01,Regras de Transmissão — Módulo 1 — Glossário,"Regras de Transmissão, Módulo 1, Seção 1.1",Glossário - Duração Equivalente da Indisponibilidade na FT-Conversora,https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/regtransm/Modulo 01_Glossario_aren2020905_2.pdf,Duração Equivalente da Indisponibilidade na FT-Conversora: ponderação da Duração Real da Indisponibilidade na FT-Conversora pela redução da capacidade de transmissão de potência decorrente da Indisponibilidade na FT-Conversora.,3
gt-0031,"Segundo o Módulo 2 das Regras de Transmissão, quais instalações de transmissão não integram a Rede Básica e são classificadas como DIT?","São classificadas como DIT as instalações de transmissão de uso de centrais geradoras ou consumidores, de uso exclusivo para importação ou exportação, e instalações em tensão inferior a 230 kV.",corpus_supported,procedimento,regras_transmissao,0,regtransm-modulo-02,Regras de Transmissão — Módulo 2 — Classificação das Instalações,"Regras de Transmissão, Módulo 2, item 2.3","Módulo 2, item 2.3",https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/regtransm/Modulo 02_Classificacao Instalacoes_aren2020905_2_1.pdf,Não integram a Rede Básica e são classificadas como DIT as instalações de transmissão que atendam aos critérios: uso de centrais geradoras ou consumidores; uso exclusivo para importação/exportação; e instalações em tensão inferior a 230 kV.,3
gt-0032,"No Módulo 3 das Regras de Transmissão, quais critérios devem orientar a integração de novos equipamentos à Rede Básica?","Os novos equipamentos e instalações devem estar recomendados por estudos de planejamento, ser projetados conforme Procedimentos de Rede e ter respaldo de estudos técnicos e econômicos da EPE e do ONS.",corpus_supported,procedimento,regras_transmissao,0,regtransm-modulo-03,Regras de Transmissão — Módulo 3 — Instalações e Equipamentos,"Regras de Transmissão, Módulo 3, Seção 3.1",Seção 3.1 - Novos equipamentos e instalações,https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/regtransm/Modulo 03_Instalacoes_Equipamentos_aren2020905_2_2.pdf,Os novos equipamentos e instalações a serem integrados à Rede Básica deverão estar recomendados por estudos de planejamento; ser projetados em observância aos Procedimentos de Rede; e ser respaldados por estudos técnicos e econômicos da EPE e do ONS.,3
gt-0033,Quem deve observar o Módulo 4 das Regras de Transmissão sobre prestação do serviço?,Os dispositivos do Módulo 4 devem ser observados por todos os prestadores de serviço público de transmissão.,corpus_supported,procedimento,regras_transmissao,0,regtransm-modulo-04,Regras de Transmissão — Módulo 4 — Prestação dos Serviços,"Regras de Transmissão, Módulo 4, itens 1.1 e 2.1",Módulo 4 - Prestação dos Serviços,https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/regtransm/Modulo 04_Prestacao_Servicos_aren2020905_2_3.pdf,Estabelecer as Regras dos Serviços de Transmissão de Energia Elétrica ... no que diz respeito à prestação do serviço. Os dispositivos deste módulo deverão ser observados por todos os prestadores de serviço público de transmissão.,3
gt-0034,O livre acesso ao sistema de transmissão assegurado no Módulo 5 equivale a acesso irrestrito ou a qualquer tempo?,"Não. O Módulo 5 assegura livre acesso mediante pagamento dos encargos correspondentes e conforme condições gerais da ANEEL, mas afirma que livre acesso não se confunde com acesso irrestrito ou a qualquer tempo.",corpus_supported,procedimento,regras_transmissao,0,regtransm-modulo-05,Regras de Transmissão — Módulo 5 — Acesso ao Sistema,"Regras de Transmissão, Módulo 5, item 2.1",Módulo 5 - Acesso ao Sistema,https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/regtransm/Modulo 05_Acesso_Sistema_aren2020905_2_4.pdf,É assegurado às centrais geradoras o livre acesso ao sistema de transmissão mediante pagamento dos encargos correspondentes ... não se confundindo o conceito de livre acesso com o conceito de acesso irrestrito ou a qualquer tempo.,3
gt-0035,Qual é o escopo do Módulo 6 das Regras de Transmissão?,O Módulo 6 trata das regras dos serviços de transmissão relativas à coordenação e ao controle da operação das instalações de transmissão no sistema elétrico brasileiro.,corpus_supported,procedimento,regras_transmissao,0,regtransm-modulo-06,Regras de Transmissão — Módulo 6 — Coordenação e Controle da Operação,"Regras de Transmissão, Módulo 6, item 1.1",Módulo 6 - Coordenação e Controle da Operação,https://git.aneel.gov.br/publico/centralconteudo/-/blob/main/procreg/regtransm/Modulo 06_Coordenacao_Controle_Opercao_aren2020905_2_5.pdf,"Estabelecer as Regras dos Serviços de Transmissão de Energia Elétrica no sistema elétrico brasileiro, no que diz respeito à coordenação e ao controle da operação das instalações de transmissão.",3
gt-0036,"Para interpretar termos técnicos usados nos Procedimentos de Rede, qual é a finalidade do Submódulo 1.2-PR?","O Submódulo 1.2-PR apresenta termos e expressões relevantes para o entendimento dos processos, requisitos e critérios dos Procedimentos de Rede, com suas definições.",corpus_supported,procedimento,procedimento_rede,0,proc-rede-1-2-pr,Procedimentos de Rede — Glossário dos Procedimentos de Rede,"Procedimentos de Rede, Submódulo 1.2-PR, item 1.1",Submódulo 1.2-PR - Objetivo,https://proxyportais.ons.org.br/ons.portalempregado.proxy/garapi/api/processo/retornarpdf?url=/sites/soumaisons/portalgar/ecmpdf/Subm%C3%B3dulo%201.2-PR_2025.02.pdf,"Apresentar os termos e expressões relevantes para o entendimento dos processos, requisitos e critérios que constam nos Procedimentos de Rede, com as respectivas definições.",3
