provider,model,chunk_strategy,metodo_extracao,mode,rerank,query_expansion,num_questions,recall_at_k,doc_recall_at_k,precision_at_k,mrr_at_k,ndcg_at_k,latency_avg_ms,latency_p95_ms,num_questions_total,num_questions_evaluated,num_questions_skipped
openai,text-embedding-3-large,hierarchical-child,markdown,flat,True,False,48,0.4791666666666667,0.7916666666666666,0.07291666666666667,0.3275380291005291,0.36107203314737224,5385.6727577925385,53799.44729199633,50,48,2
openai,text-embedding-3-large,hierarchical-child,markdown,hierarchical,True,False,48,0.5,0.7916666666666666,0.08541666666666667,0.33205191798941797,0.3645874703590082,5191.5851094321015,54518.77116702963,50,48,2
openai,text-embedding-3-large,fixed-size,texto,flat,True,False,48,0.9583333333333334,0.9583333333333334,0.21030092592592592,0.8975694444444444,0.8722315177057043,6497.8660198527605,56183.3749160287,50,48,2
openai,text-embedding-3-large,article-aware,texto,flat,True,False,48,0.6666666666666666,0.8333333333333334,0.13333333333333333,0.5064484126984127,0.5259274877019309,6336.014568508593,55045.24412500905,50,48,2
openai,text-embedding-3-large,hierarchical-child,texto,flat,True,False,48,0.6041666666666666,0.8541666666666666,0.1125,0.4620039682539683,0.4801409131997633,6316.388004349089,54317.946333030704,50,48,2
openai,text-embedding-3-large,hierarchical-child,texto,hierarchical,True,False,48,0.6458333333333334,0.8333333333333334,0.12916666666666668,0.4930555555555556,0.5118465602739236,5238.443857558498,54094.878834090196,50,48,2
openai,text-embedding-3-small,fixed-size,markdown,flat,True,False,48,0.9166666666666666,0.9375,0.1914021164021164,0.8298611111111112,0.8248363627155246,6469.358997341867,55387.89862499107,50,48,2
openai,text-embedding-3-small,article-aware,markdown,flat,True,False,48,0.5208333333333334,0.7916666666666666,0.08333333333333334,0.3691220238095238,0.39958506687400025,6377.143451449228,53848.89270795975,50,48,2
openai,text-embedding-3-small,hierarchical-child,markdown,flat,True,False,48,0.5208333333333334,0.7916666666666666,0.08125,0.3778025793650794,0.40518724112864946,6486.961825498535,55432.17312498018,50,48,2
openai,text-embedding-3-small,hierarchical-child,markdown,hierarchical,True,False,48,0.5416666666666666,0.7916666666666666,0.09166666666666667,0.3864831349206349,0.41487423175560006,5211.767570346031,53380.863833008334,50,48,2
openai,text-embedding-3-small,fixed-size,texto,flat,True,False,48,0.8958333333333334,0.9166666666666666,0.19429563492063492,0.8454861111111112,0.826605542476745,6500.127195373352,55815.198666998185,50,48,2
openai,text-embedding-3-small,article-aware,texto,flat,True,False,48,0.6041666666666666,0.8541666666666666,0.12708333333333333,0.5138888888888888,0.5139193605418427,6283.255883705958,54166.95704101585,50,48,2
openai,text-embedding-3-small,hierarchical-child,texto,flat,True,False,48,0.625,0.8541666666666666,0.11458333333333334,0.49776785714285715,0.50965888205414,5155.842763854404,55814.35216602404,50,48,2
openai,text-embedding-3-small,hierarchical-child,texto,hierarchical,True,False,48,0.6458333333333334,0.8541666666666666,0.13541666666666666,0.5190972222222222,0.5278993673031369,6375.657037346779,54593.27874996234,50,48,2
